Supplier,Domain,Product,Catalog #,Type,Band #,MW (kDa),Total Bands,Display Color,Color Hex,Relative Intensity,Reference Band,GenePad Ladder ID,Product URL,PDF
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Dual Color Standards,1610374,Prestained Dual Color (8 blue + 2 pink reference bands),6,50,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-dual-color-standards,https://www.bio-rad.com/en-us/sku/1610374-precision-plus-protein-dual-color-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110025.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Dual Color Standards,1610374,Prestained Dual Color (8 blue + 2 pink reference bands),7,75,10,pink,#ec4899,1.55,true,protein-bio-rad-precision-plus-protein-dual-color-standards,https://www.bio-rad.com/en-us/sku/1610374-precision-plus-protein-dual-color-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110025.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Dual Color Standards,1610374,Prestained Dual Color (8 blue + 2 pink reference bands),8,100,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-dual-color-standards,https://www.bio-rad.com/en-us/sku/1610374-precision-plus-protein-dual-color-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110025.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Dual Color Standards,1610374,Prestained Dual Color (8 blue + 2 pink reference bands),9,150,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-dual-color-standards,https://www.bio-rad.com/en-us/sku/1610374-precision-plus-protein-dual-color-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110025.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Dual Color Standards,1610374,Prestained Dual Color (8 blue + 2 pink reference bands),10,250,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-dual-color-standards,https://www.bio-rad.com/en-us/sku/1610374-precision-plus-protein-dual-color-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110025.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Unstained Standards (Strep-tagged),1610363,"Unstained (recombinant, Strep-tag affinity handle)",1,10,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-unstained-standards-strep-tagged,https://www.bio-rad.com/en-us/sku/1610363-precision-plus-protein-unstained-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_4110023.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Unstained Standards (Strep-tagged),1610363,"Unstained (recombinant, Strep-tag affinity handle)",2,15,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-unstained-standards-strep-tagged,https://www.bio-rad.com/en-us/sku/1610363-precision-plus-protein-unstained-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_4110023.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Unstained Standards (Strep-tagged),1610363,"Unstained (recombinant, Strep-tag affinity handle)",3,20,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-unstained-standards-strep-tagged,https://www.bio-rad.com/en-us/sku/1610363-precision-plus-protein-unstained-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_4110023.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Unstained Standards (Strep-tagged),1610363,"Unstained (recombinant, Strep-tag affinity handle)",4,25,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-unstained-standards-strep-tagged,https://www.bio-rad.com/en-us/sku/1610363-precision-plus-protein-unstained-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_4110023.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Unstained Standards (Strep-tagged),1610363,"Unstained (recombinant, Strep-tag affinity handle)",5,37,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-unstained-standards-strep-tagged,https://www.bio-rad.com/en-us/sku/1610363-precision-plus-protein-unstained-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_4110023.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Unstained Standards (Strep-tagged),1610363,"Unstained (recombinant, Strep-tag affinity handle)",6,50,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-unstained-standards-strep-tagged,https://www.bio-rad.com/en-us/sku/1610363-precision-plus-protein-unstained-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_4110023.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Unstained Standards (Strep-tagged),1610363,"Unstained (recombinant, Strep-tag affinity handle)",7,75,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-unstained-standards-strep-tagged,https://www.bio-rad.com/en-us/sku/1610363-precision-plus-protein-unstained-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_4110023.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Unstained Standards (Strep-tagged),1610363,"Unstained (recombinant, Strep-tag affinity handle)",8,100,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-unstained-standards-strep-tagged,https://www.bio-rad.com/en-us/sku/1610363-precision-plus-protein-unstained-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_4110023.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Unstained Standards (Strep-tagged),1610363,"Unstained (recombinant, Strep-tag affinity handle)",9,150,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-unstained-standards-strep-tagged,https://www.bio-rad.com/en-us/sku/1610363-precision-plus-protein-unstained-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_4110023.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Unstained Standards (Strep-tagged),1610363,"Unstained (recombinant, Strep-tag affinity handle)",10,250,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-unstained-standards-strep-tagged,https://www.bio-rad.com/en-us/sku/1610363-precision-plus-protein-unstained-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_4110023.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein WesternC Blotting Standards,1610376,Western blotting standard (combination of stained Dual Color + unstained Strep-tag proteins; for chemiluminescent/fluorescent western visualization with StrepTactin-HRP),1,10,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-westernc-blotting-standards,https://www.bio-rad.com/en-us/sku/1610376-precision-plus-protein-westernc-standards,- Instruction Manual (standards) https://www.bio-rad.com/webroot/web/pdf/lsr/literature/10008761.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein WesternC Blotting Standards,1610376,Western blotting standard (combination of stained Dual Color + unstained Strep-tag proteins; for chemiluminescent/fluorescent western visualization with StrepTactin-HRP),2,15,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-westernc-blotting-standards,https://www.bio-rad.com/en-us/sku/1610376-precision-plus-protein-westernc-standards,- Instruction Manual (standards) https://www.bio-rad.com/webroot/web/pdf/lsr/literature/10008761.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein WesternC Blotting Standards,1610376,Western blotting standard (combination of stained Dual Color + unstained Strep-tag proteins; for chemiluminescent/fluorescent western visualization with StrepTactin-HRP),3,20,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-westernc-blotting-standards,https://www.bio-rad.com/en-us/sku/1610376-precision-plus-protein-westernc-standards,- Instruction Manual (standards) https://www.bio-rad.com/webroot/web/pdf/lsr/literature/10008761.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein WesternC Blotting Standards,1610376,Western blotting standard (combination of stained Dual Color + unstained Strep-tag proteins; for chemiluminescent/fluorescent western visualization with StrepTactin-HRP),4,25,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-westernc-blotting-standards,https://www.bio-rad.com/en-us/sku/1610376-precision-plus-protein-westernc-standards,- Instruction Manual (standards) https://www.bio-rad.com/webroot/web/pdf/lsr/literature/10008761.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein WesternC Blotting Standards,1610376,Western blotting standard (combination of stained Dual Color + unstained Strep-tag proteins; for chemiluminescent/fluorescent western visualization with StrepTactin-HRP),5,37,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-westernc-blotting-standards,https://www.bio-rad.com/en-us/sku/1610376-precision-plus-protein-westernc-standards,- Instruction Manual (standards) https://www.bio-rad.com/webroot/web/pdf/lsr/literature/10008761.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein WesternC Blotting Standards,1610376,Western blotting standard (combination of stained Dual Color + unstained Strep-tag proteins; for chemiluminescent/fluorescent western visualization with StrepTactin-HRP),6,50,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-westernc-blotting-standards,https://www.bio-rad.com/en-us/sku/1610376-precision-plus-protein-westernc-standards,- Instruction Manual (standards) https://www.bio-rad.com/webroot/web/pdf/lsr/literature/10008761.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein WesternC Blotting Standards,1610376,Western blotting standard (combination of stained Dual Color + unstained Strep-tag proteins; for chemiluminescent/fluorescent western visualization with StrepTactin-HRP),7,75,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-westernc-blotting-standards,https://www.bio-rad.com/en-us/sku/1610376-precision-plus-protein-westernc-standards,- Instruction Manual (standards) https://www.bio-rad.com/webroot/web/pdf/lsr/literature/10008761.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein WesternC Blotting Standards,1610376,Western blotting standard (combination of stained Dual Color + unstained Strep-tag proteins; for chemiluminescent/fluorescent western visualization with StrepTactin-HRP),8,100,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-westernc-blotting-standards,https://www.bio-rad.com/en-us/sku/1610376-precision-plus-protein-westernc-standards,- Instruction Manual (standards) https://www.bio-rad.com/webroot/web/pdf/lsr/literature/10008761.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein WesternC Blotting Standards,1610376,Western blotting standard (combination of stained Dual Color + unstained Strep-tag proteins; for chemiluminescent/fluorescent western visualization with StrepTactin-HRP),9,150,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-westernc-blotting-standards,https://www.bio-rad.com/en-us/sku/1610376-precision-plus-protein-westernc-standards,- Instruction Manual (standards) https://www.bio-rad.com/webroot/web/pdf/lsr/literature/10008761.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein WesternC Blotting Standards,1610376,Western blotting standard (combination of stained Dual Color + unstained Strep-tag proteins; for chemiluminescent/fluorescent western visualization with StrepTactin-HRP),10,250,10,gray,#334155,1,false,protein-bio-rad-precision-plus-protein-westernc-blotting-standards,https://www.bio-rad.com/en-us/sku/1610376-precision-plus-protein-westernc-standards,- Instruction Manual (standards) https://www.bio-rad.com/webroot/web/pdf/lsr/literature/10008761.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Kaleidoscope Standards,1610395 (value pack; also 1610393 single),Prestained Kaleidoscope (multicolored recombinant proteins),1,10,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-kaleidoscope-standards,https://www.bio-rad.com/en-us/sku/1610395-precision-plus-protein-kaleidoscope-prestained-standards,Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110182.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Kaleidoscope Standards,1610395 (value pack; also 1610393 single),Prestained Kaleidoscope (multicolored recombinant proteins),2,15,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-kaleidoscope-standards,https://www.bio-rad.com/en-us/sku/1610395-precision-plus-protein-kaleidoscope-prestained-standards,Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110182.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Kaleidoscope Standards,1610395 (value pack; also 1610393 single),Prestained Kaleidoscope (multicolored recombinant proteins),3,20,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-kaleidoscope-standards,https://www.bio-rad.com/en-us/sku/1610395-precision-plus-protein-kaleidoscope-prestained-standards,Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110182.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Kaleidoscope Standards,1610395 (value pack; also 1610393 single),Prestained Kaleidoscope (multicolored recombinant proteins),4,25,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-kaleidoscope-standards,https://www.bio-rad.com/en-us/sku/1610395-precision-plus-protein-kaleidoscope-prestained-standards,Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110182.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Kaleidoscope Standards,1610395 (value pack; also 1610393 single),Prestained Kaleidoscope (multicolored recombinant proteins),5,37,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-kaleidoscope-standards,https://www.bio-rad.com/en-us/sku/1610395-precision-plus-protein-kaleidoscope-prestained-standards,Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110182.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Kaleidoscope Standards,1610395 (value pack; also 1610393 single),Prestained Kaleidoscope (multicolored recombinant proteins),6,50,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-kaleidoscope-standards,https://www.bio-rad.com/en-us/sku/1610395-precision-plus-protein-kaleidoscope-prestained-standards,Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110182.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Kaleidoscope Standards,1610395 (value pack; also 1610393 single),Prestained Kaleidoscope (multicolored recombinant proteins),7,75,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-kaleidoscope-standards,https://www.bio-rad.com/en-us/sku/1610395-precision-plus-protein-kaleidoscope-prestained-standards,Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110182.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Kaleidoscope Standards,1610395 (value pack; also 1610393 single),Prestained Kaleidoscope (multicolored recombinant proteins),8,100,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-kaleidoscope-standards,https://www.bio-rad.com/en-us/sku/1610395-precision-plus-protein-kaleidoscope-prestained-standards,Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110182.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Kaleidoscope Standards,1610395 (value pack; also 1610393 single),Prestained Kaleidoscope (multicolored recombinant proteins),9,150,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-kaleidoscope-standards,https://www.bio-rad.com/en-us/sku/1610395-precision-plus-protein-kaleidoscope-prestained-standards,Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110182.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Kaleidoscope Standards,1610395 (value pack; also 1610393 single),Prestained Kaleidoscope (multicolored recombinant proteins),10,250,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-kaleidoscope-standards,https://www.bio-rad.com/en-us/sku/1610395-precision-plus-protein-kaleidoscope-prestained-standards,Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110182.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,"Silver Stain SDS-PAGE Standards (Low Range), natural",1610314,Unstained natural proteins (for silver stain / Coomassie; broad-use SDS-PAGE),1,14.4,6,gray,#334155,1,false,protein-bio-rad-silver-stain-sds-page-standards-low-range-natural,https://www.bio-rad.com/en-us/sku/1610314,not enumerated
Bio-Rad,https://www.bio-rad.com,"Silver Stain SDS-PAGE Standards (Low Range), natural",1610314,Unstained natural proteins (for silver stain / Coomassie; broad-use SDS-PAGE),2,21.5,6,gray,#334155,1,false,protein-bio-rad-silver-stain-sds-page-standards-low-range-natural,https://www.bio-rad.com/en-us/sku/1610314,not enumerated
Bio-Rad,https://www.bio-rad.com,"Silver Stain SDS-PAGE Standards (Low Range), natural",1610314,Unstained natural proteins (for silver stain / Coomassie; broad-use SDS-PAGE),3,31,6,gray,#334155,1,false,protein-bio-rad-silver-stain-sds-page-standards-low-range-natural,https://www.bio-rad.com/en-us/sku/1610314,not enumerated
Bio-Rad,https://www.bio-rad.com,"Silver Stain SDS-PAGE Standards (Low Range), natural",1610314,Unstained natural proteins (for silver stain / Coomassie; broad-use SDS-PAGE),4,45,6,gray,#334155,1,false,protein-bio-rad-silver-stain-sds-page-standards-low-range-natural,https://www.bio-rad.com/en-us/sku/1610314,not enumerated
Bio-Rad,https://www.bio-rad.com,"Silver Stain SDS-PAGE Standards (Low Range), natural",1610314,Unstained natural proteins (for silver stain / Coomassie; broad-use SDS-PAGE),5,66.2,6,gray,#334155,1,false,protein-bio-rad-silver-stain-sds-page-standards-low-range-natural,https://www.bio-rad.com/en-us/sku/1610314,not enumerated
